Frequency [Hz]	Total Phase [deg]	Total SPL 2pi [dB]
108.340443754951	71.9344961844142	96.7608600833251
109.916291796647	70.1652673904178	96.8500210761269
111.51506107592	68.4028776963671	96.9316942713443
113.137084989848	66.6497364346892	97.0059853160179
114.78270178488	64.9081657971038	97.073028498566
116.452254627375	63.1803820264698	97.132984758666
118.14609167516	61.4684788965326	97.1860393690702
119.864566150135	59.774413739015	97.2323993569505
121.608036411929	58.099996183102	97.2722907363282
123.376866032635	56.4468796782466	97.3059556239062
125.171423872622	54.8165557821878	97.3336493084287
126.992084157456	53.2103511161223	97.3556373389492
128.83922655594	51.6294268210652	97.372192690611
130.713236259288	50.0747802954435	97.3835930583053
132.614504061447	48.5472489546594	97.3901183194582
134.543426440594	47.0475157285325	97.3920481977549
136.500405641815	45.5761160011996	97.389660150316
138.485849760983	44.1334456986144	97.3832274920936
140.500172829864	42.7197702393063	97.3730177633465
142.543794902454	41.3352340823779	97.3592913391728
144.617142142576	39.9798706307204	97.3423002743486
146.720646912747	38.6536122750988	97.3222873721408
148.854747864343	37.3563003943081	97.2994854623266
151.019890029071	36.0876951565535	97.2741168712479
153.216524911772	34.847484996324	97.2463930652654
155.445110584577	33.6352956684398	97.2165144483046
157.70611178243	32.450698806012	97.1846702941775
160	31.293219931384	97.1510387948738
162.327253590004	30.1623458885396	97.1157872069275
164.688357862959	29.0575316819553	97.0790720791521
167.083805188386	27.9782067205325	97.0410395464166
169.514095097487	26.9237804762623	97.0018256756047
171.979734387311	25.8936475758996	96.9615568514167
174.481237226441	24.8871923504162	96.9203501911605
177.019125262213	23.9037928716543	96.8783139791202
179.5939277295	22.942824508691	96.8355481124409
182.206181561071	22.003663038211	96.7921445517213
184.856431499564	21.0856873439123	96.748187770645
187.54523021108	20.1882817398574	96.7037552000073
190.273138400435	19.3108379519157	96.658917662398
193.040724928083	18.4527567901935	96.6137397946023
195.848566928745	17.6134495437402	96.5682804554672
198.697249931757	16.7923391269848	96.522593117578
201.58736798318	15.988861005371	96.4767262415886
204.519523769669	15.2024639256142	96.4307236324742
207.494328744162	14.4326104739393	96.3846247773255
210.512403253382	13.6787774836348	96.3384651645894
213.574376667206	12.9404563113005	96.2922765848956
216.680887509903	12.2171529992975	96.2460874137927
219.832583593294	11.5083883401476	96.1999228768609
223.03012215184	10.8136978569852	96.1538052977786
226.274169979695	10.132631712637	96.1077543300009
229.56540356976	9.46475455850351	96.0617871727616
232.90450925475	8.80964533312987	96.0159187721503
236.29218335032	8.16689701918746	95.9701620080314
239.729132300269	7.53611636652657	95.9245278675798
243.216072823858	6.91692358800825	95.8790256062045
246.753732065271	6.30895203396516	95.8336628966152
250.342847745244	5.71184785037397	95.7884459667719
253.984168314912	5.12526962513797	95.7433797274287
257.678453111881	4.54888802626944	95.6984678899583
261.426472518576	3.98238543522137	95.653713075114
265.229008122894	3.42545557814187	95.6091169133497
269.086852881189	2.87780315740292	95.5646801372925
273.00081128363	2.33914348538505	95.520402666924
276.971699521966	1.80920212217593	95.4762836879981
281.000345659728	1.28771451855566	95.4323217241872
285.087589804909	0.774425665394562	95.3885147034227
289.234284285152	0.269089750373617	95.3448600188601
293.441293825495	-0.228530177249385	95.3013545848751
297.709495728687	-0.718662533266838	95.2579948884669
302.039780058142	-1.20152751611884	95.214777036419
306.433049823544	-1.67733741515948	95.1716967985452
310.890221169154	-2.14629690939171	95.1287496473222
315.41222356486	-2.60860335655805	95.0859307941898
320	-3.06444707254823	95.043235222781
324.654507180007	-3.5140116011475	95.0006577193206
329.376715725918	-3.95747397420073	94.9581929004174
334.167610376772	-4.39500496231129	94.9158352384557
339.028190194974	-4.82676931622908	94.8735790847766
343.959468774623	-5.25292599911089	94.8314186908264
348.962474452882	-5.67362840985927	94.789348227434
354.038250524427	-6.08902459776498	94.7473618023673
359.187855458999	-6.4992574686909	94.7054534763089
364.412363122141	-6.90446498304614	94.6636172773764
369.712862999127	-7.30478034580655	94.6218472143082
375.090460422161	-7.70033218884111	94.5801372884209
380.546276800871	-8.0912447458068	94.5384815044399
386.081449856167	-8.47763801987467	94.4968738802959
391.69713385749	-8.85962794454796	94.4553084559705
397.394499863515	-9.23732653783083	94.4137793014718
403.174735966359	-9.61084205000285	94.3722805240099
409.039047539338	-9.9802791052487	94.3308062744401
414.988657488323	-10.3457388373883	94.2893507530346
421.024806506764	-10.707319019946	94.2479082146389
427.148753334411	-11.0651141907907	94.2064729732646
433.361775019806	-11.4192157715736	94.1650394061673
439.665167186588	-11.7697121821812	94.1236019574516
446.06024430368	-12.1166889504157	94.0821551412459
452.54833995939	-12.460228817107	94.0406935444818
459.13080713952	-12.8004118368535	93.9992118293142
465.8090185095	-13.1373154745821	93.9577047352124
472.58436670064	-13.4710146981092	93.9161670807515
479.458264600538	-13.8015820668791	93.8745937651305
486.432145647717	-14.1290878170494	93.8329797694415
493.507464130541	-14.4535999430832	93.7913201577125
500.685695490488	-14.7751842760067	93.7496100777443
507.968336629824	-15.0939045584774	93.7078447617609
515.356906223761	-15.409822516809	93.6660195268896
522.852945037152	-15.7229979300875	93.6241297754881
530.458016245788	-16.0334886965096	93.5821709953322
538.173705762377	-16.3413508970685	93.5401387596784
546.001622567259	-16.6466388567072	93.498028727213
553.943399043932	-16.9494052030519	93.4558366418985
562.000691319456	-17.2497009228359	93.4135583327301
570.175179609817	-17.5475754161186	93.3711897134079
578.468568570305	-17.8430765483964	93.3287267819372
586.88258765099	-18.1362507007043	93.2861656201622
595.418991457374	-18.4271428177953	93.2435023932417
604.079560116284	-18.7157964544862	93.2007333490731
612.866099647087	-19.0022538202509	93.1578548176702
621.780442338308	-19.2865558221417	93.1148632105012
630.82444712972	-19.568742106111	93.0717550197916
640	-19.8488510968066	93.0285268177953
649.309014360015	-20.126920035909	92.9851752560408
658.753431451835	-20.4029850190745	92.9416970645537
668.335220753545	-20.6770810315465	92.8980890510593
678.056380389949	-20.9492419824941	92.8543481001707
687.918937549246	-21.2195007381347	92.8104711725614
697.924948905765	-21.4878891536926	92.7664553041289
708.076501048853	-21.7544381042464	92.7222976051478
718.375710917999	-22.0191775145132	92.677995259418
728.824726244283	-22.2821363876149	92.6335455234072
739.425725998255	-22.543342832872	92.5889457253901
750.180920844321	-22.8028240926668	92.5441932645869
761.092553601741	-23.0606065684152	92.4992856103007
772.162899712334	-23.3167158456855	92.4542203010559
783.39426771498	-23.5711767185007	92.4089949437387
794.78899972703	-23.824013212859	92.3636072127399
806.349471932719	-24.0752486095048	92.3180548491019
818.078095078676	-24.3249054659815	92.2723356596693
829.977314976646	-24.5730056379967	92.2264475162445
842.049613013528	-24.8195703001274	92.180388354749
854.297506668822	-25.0646199658921	92.13415617439
866.723550039611	-25.3081745072164	92.0877490368332
879.330334373177	-25.5502531733154	92.0411650653822
892.12048860736	-25.7908746090171	91.9944024441642
905.096679918781	-26.0300568725484	91.9474594173233
918.26161427904	-26.2678174528051	91.9003342882195
931.618037019	-26.5041732861257	91.853025418636
945.16873340128	-26.7391407725882	91.805531227993
958.916529201076	-26.9727357918484	91.7578501925687
972.864291295434	-27.2049737185359	91.7099808447277
987.014928261082	-27.4358694372262	91.661921772156
1001.37139098098	-27.6654373570019	91.6136716171041
1015.93667325965	-27.8936914256207	91.5652290756358
1030.71381244752	-28.1206451433022	91.5165928968849
1045.7058900743	-28.3463115761476	91.4677618823183
1060.91603249158	-28.5707033692063	91.418734885006
1076.34741152475	-28.7938327591997	91.3695108088977
1092.00324513452	-29.0157115869148	91.3200886081055
1107.88679808786	-29.2363513092792	91.2704672861932
1124.00138263891	-29.4557630111266	91.2206458954722
1140.35035921963	-29.6739574166641	91.1706235363023
1156.93713714061	-29.8909449006504	91.1203993563996
1173.76517530198	-30.106735499293	91.0699725501496
1190.83798291475	-30.3213389208753	91.0193423579254
1208.15912023257	-30.5347645561193	90.9685080654124
1225.73219929417	-30.7470214882934	90.9174690029375
1243.56088467662	-30.958118503072	90.8662245448035
1261.64889425944	-31.1680640981544	90.814774108629
1280	-31.3768664926493	90.7631171546927
1298.61802872003	-31.5845336362323	90.7112531852825
1317.50686290367	-31.7910732180807	90.6591817440494
1336.67044150709	-31.9964926755943	90.6069024153658
1356.1127607799	-32.2007992029046	90.5544148236882
1375.83787509849	-32.4039997591801	90.5017186329241
1395.84989781153	-32.6061010767324	90.4488135458031
1416.15300209771	-32.8071096689264	90.395699303252
1436.751421836	-33.0070318379015	90.3423756837739
1457.64945248857	-33.205873682107	90.2888425028316
1478.85145199651	-33.403641103656	90.2350996122337
1500.36184168864	-33.6003398155018	90.1811468995262
1522.18510720348	-33.7959753484419	90.1269842873855
1544.32579942467	-33.9905530579514	90.0726117330174
1566.78853542996	-34.1840781308515	90.0180292275577
1589.57799945406	-34.3765555918142	89.9632367954778
1612.69894386544	-34.5679903097096	89.9082344939925
1636.15619015735	-34.7583870037954	89.8530224124721
1659.95462995329	-34.9477502497551	89.7976006718582
1684.09922602706	-35.1360844855854	89.7419694240814
1708.59501333764	-35.3233940173368	89.6861288514844
1733.44710007922	-35.5096830247106	89.6300791662466
1758.66066874635	-35.694955566513	89.5738206098137
1784.24097721472	-35.8792155859719	89.5173534523292
1810.19335983756	-36.062466915916	89.4606779920705
1836.52322855808	-36.2447132838205	89.403794554888
1863.236074038	-36.4259583167216	89.3467034936468
1890.33746680256	-36.6062055460004	89.2894051876736
1917.83305840215	-36.7854584120416	89.2319000422049
1945.72858259087	-36.9637202687655	89.1741884878408
1974.02985652216	-37.1409943880391	89.1162709800006
2002.74278196195	-37.317283963965	89.0581479983833
2031.87334651929	-37.4925921170529	88.9998200464305
2061.42762489505	-37.6669218982742	88.9412876507941
2091.41178014861	-37.8402762930014	88.8825513608065
2121.83206498315	-38.0126582248364	88.823611747956
2152.69482304951	-38.1840705593262	88.7644694053642
2184.00649026904	-38.3545161075712	88.7051249472691
2215.77359617573	-38.5239976297256	88.6455790085105
2248.00276527782	-38.692517838393	88.5858322440202
2280.70071843927	-38.8600794019183	88.5258853283165
2313.87427428122	-39.0266849475782	88.4657389550017
2347.53035060396	-39.1923370646715	88.4053938362645
2381.6759658295	-39.357038307511	88.3448507023865
2416.31824046513	-39.5207911983195	88.284110301253
2451.46439858835	-39.6835982300307	88.2231733978676
2487.12176935323	-39.8454618689961	88.1620407738717
2523.29778851888	-40.0063845576018	88.1007132270684
2560	-40.1663687167944	88.0391915709504
2597.23605744006	-40.325416748519	87.9774766342331
2635.01372580734	-40.4835310380702	87.9155692603916
2673.34088301418	-40.6407139563587	87.8534703072033
2712.2255215598	-40.7969678620936	87.7911806462941
2751.67575019698	-40.9522951038836	87.7287011626902
2791.69979562306	-41.106698022257	87.6660327543746
2832.30600419541	-41.2601789516039	87.6031763318479
2873.50284367199	-41.41274022204	87.5401328176953
2915.29890497713	-41.5643841611958	87.4769031461567
2957.70290399302	-41.7151130959308	87.413488262704
3000.72368337728	-41.8649293539752	87.3498891236219
3044.37021440697	-42.0138352655008	87.2861066955941
3088.65159884934	-42.1618331646215	87.2221419552956
3133.57707085992	-42.3089253908263	87.157995888989
3179.15599890812	-42.4551142903449	87.0936694921269
3225.39788773088	-42.6004022174486	87.0291637689591
3272.3123803147	-42.7447915356867	86.9644797321456
3319.90925990658	-42.888284619061	86.8996184023744
3368.19845205411	-43.0308838531394	86.8345808079852
3417.19002667529	-43.1725916361092	86.7693679845985
3466.89420015845	-43.3134103797732	86.7039809747496
3517.32133749271	-43.4533425104883	86.6384208275286
3568.48195442944	-43.5923904700492	86.572688598226
3620.38671967512	-43.7305567165177	86.506785347983
3673.04645711616	-43.8678437249996	86.4407121434485
3726.472148076	-44.0042539883701	86.3744700564407
3780.67493360512	-44.1397900179499	86.3080601636147
3835.66611680431	-44.2744543441313	86.2414835461355
3891.45716518173	-44.4082495169583	86.1747412893567
3948.05971304433	-44.5411781066601	86.1078344825044
4005.4855639239	-44.6732427041396	86.0407642183675
4063.74669303859	-44.804445921419	85.9735315929927
4122.85524979009	-44.9347903920423	85.9061377053851
4182.82356029722	-45.0642787714377	85.8385836572155
4243.6641299663	-45.1929137372396	85.7708705525315
4305.38964609902	-45.3206979895723	85.7029994974757
4368.01298053808	-45.4476342512959	85.6349716000085
4431.54719235145	-45.5737252682167	85.5667879696367
4496.00553055565	-45.6989738092619	85.4984497171476
4561.40143687854	-45.8233826666203	85.4299579543486
4627.74854856243	-45.9469546558509	85.3613137938123
4695.06070120792	-46.0696926159593	85.2925183486266
4763.35193165899	-46.1915994094435	85.2235727321507
4832.63648093027	-46.3126779223103	85.1544780577765
4902.9287971767	-46.4329310640633	85.0852354386947
4974.24353870646	-46.5523617676632	85.0158459876671
5046.59557703776	-46.6709729894623	84.9463108168032
5120	-46.7887677091127	84.8766310373429
5194.47211488012	-46.9057489294511	84.8068077594438
5270.02745161468	-47.0219196763594	84.7368420919743
5346.68176602836	-47.1372829986032	84.6667351423106
5424.45104311959	-47.2518419676485	84.5964880161403
5503.35150039396	-47.3655996774581	84.5261018172699
5583.39959124612	-47.4785592442684	84.455577647438
5664.61200839083	-47.5907238063461	84.3849166061325
5747.00568734399	-47.702096523729	84.3141197904139
5830.59780995426	-47.8126805779477	84.2431882947423
5915.40580798604	-47.9224791717323	84.1721232108103
6001.44736675456	-48.0314955287026	84.1009256273793
6088.74042881393	-48.1397328930448	84.0295966301215
6177.30319769867	-48.2471945291728	83.9581373014666
6267.15414171983	-48.3538837213773	83.886548720452
6358.31199781624	-48.4598037734624	83.8148319625785
6450.79577546175	-48.5649580083699	83.7429880996701
6544.6247606294	-48.6693497677932	83.6710181997385
6639.81851981317	-48.7729824117804	83.5989233268511
6736.39690410823	-48.8758593183277	83.5267045410042
6834.38005335057	-48.9779838829642	83.4543628979999
6933.78840031689	-49.0793595183279	83.3818994493277
7034.64267498542	-49.1799896537341	83.3093152420489
7136.96390885887	-49.2798777347363	83.236611318687
7240.77343935025	-49.3790272226809	83.1637887171202
7346.09291423232	-49.4774415942556	83.0908484704788
7452.944296152	-49.5751243410323	83.0177916070466
7561.34986721024	-49.6720789690051	82.9446191501651
7671.33223360861	-49.7683089981239	82.8713321181425
7782.91433036346	-49.8638179618238	82.7979315241659
7896.11942608866	-49.9586094065513	82.7244183762167
8010.97112784781	-50.0526868912874	82.6507936769904
8127.49338607718	-50.146053987068	82.5770584238192
8245.71049958018	-50.2387142765025	82.5032136085978
8365.64712059443	-50.3306713532901	82.4292602177137
8487.3282599326	-50.421928821736	82.3551992319793
8610.77929219804	-50.5124902962652	82.2810316265685
8736.02596107615	-50.602359400937	82.2067583709552
8863.0943847029	-50.6915397689589	82.1323804288562
8992.01106111129	-50.7800350422007	82.0578987581761
9122.80287375708	-50.8678488707088	81.9833143109558
9255.49709712487	-50.9549849122226	81.9086280333234
9390.12140241583	-51.0414468316907	81.8338408654484
9526.70386331798	-51.1272383007893	81.7589537414982
9665.27296186054	-51.2123629974424	81.6839675895982
9805.85759435339	-51.2968246053441	81.6088833317932
9948.48707741293	-51.3806268134825	81.5337018840125
10093.1911540755	-51.4637733156677	81.4584241560375
10240	-51.546267810061	81.383051051471
10388.9442297602	-51.6281139987082	81.3075834677095
10540.0549032294	-51.7093155870759	81.2320222959183
10693.3635320567	-51.7898762835913	81.1563684210076
10848.9020862392	-51.8697997991854	81.0806227216122
11006.7030007879	-51.9490898468409	81.0047860700725
11166.7991824922	-52.0277501411433	80.9288593324185
11329.2240167817	-52.1057843978367	80.8528433683547
11494.011374688	-52.1831963333838	80.7767390312484
11661.1956199085	-52.2599896645309	80.7005471681186
11830.8116159721	-52.3361681078769	80.6242686196282
12002.8947335091	-52.4117353794476	80.547904220077
12177.4808576279	-52.486695194275	80.471454797397
12354.6063953973	-52.5610512659814	80.3949211731495
12534.3082834397	-52.6348073063692	80.3183041625239
12716.6239956325	-52.7079670250151	80.2416045743378
12901.5915509235	-52.7805341288706	80.1648232110396
13089.2495212588	-52.8525123218676	80.0879608687114
13279.6370396263	-52.9239053045297	80.0110183370751
13472.7938082165	-52.9947167735887	79.933996399498
13668.7601067011	-53.0649504216074	79.856895833002
13867.5768006338	-53.134609936608	79.7797174082721
14069.2853499708	-53.2036990017059	79.7024618896681
14273.9278177177	-53.27222129475	79.6251300352362
14481.5468787005	-53.3401804879688	79.5477225967228
14692.1858284646	-53.4075802476216	79.4702403195888
14905.888592304	-53.4744242336574	79.3926839430261
15122.6997344205	-53.5407160993778	79.315054199974
15342.6644672172	-53.6064594911076	79.2373518171375
15565.8286607269	-53.671658047871	79.1595775150069
15792.2388521773	-53.7363154010727	79.0817320078774
16021.9422556956	-53.8004351741873	79.0038160038707
16254.9867721544	-53.8640209824528	78.9258302049572
16491.4209991604	-53.9270764325711	78.8477753069791
16731.2942411889	-53.9896051224146	78.7696519996742
16974.6565198652	-54.0516106407388	78.6914609667011
17221.5585843961	-54.1130965669004	78.6132028856645
17472.0519221523	-54.1740664705828	78.534878428142
17726.1887694058	-54.234523911526	78.4564882597112
17984.0221222226	-54.2944724392637	78.3780330399776
18245.6057475142	-54.3539155928661	78.2995134226034
18510.9941942497	-54.4128569006884	78.2209300553366
18780.2428048317	-54.4712998801253	78.1422835800412
19053.407726636	-54.5292480373719	78.0635746327276
19330.5459237211	-54.5867048671899	77.9848038435838
19611.7151887068	-54.6436738526798	77.905971837007
19896.9741548259	-54.700158465059	77.8270792316359
20186.382308151	-54.7561621634454	77.7481266403834
20480	-54.8116883946474	77.6691146704699
20777.8884595205	-54.8667405929584	77.5900439234567
21080.1098064587	-54.9213221799583	77.5109149952802
21386.7270641134	-54.9754365643192	77.4317284762865
21697.8041724784	-55.0290871416177	77.3524849512658
22013.4060015759	-55.0822772941522	77.2731849994883
22333.5983649845	-55.1350103907654	77.193829194739
22658.4480335633	-55.1872897866728	77.1144181053541
22988.022749376	-55.2391188232958	77.0349522942569
23322.391239817	-55.2905008281007	76.955432318994
23661.6232319442	-55.3414391144423	76.8758587317725
24005.7894670183	-55.391936981413	76.7962320794964
24354.9617152557	-55.4419977136967	76.7165529038041
24709.2127907947	-55.4916245814283	76.6368217411055
