Frequency [Hz]	Impedance Phase [deg]	Impedance Magnitude [ohm]
89.7969638647499	-44.652173684761	8.83876031531738
91.1030907805353	-43.9476586656678	8.7193345998293
92.4282157497818	-43.2429915066899	8.60516035887187
93.7726151055401	-42.5384063877391	8.49598172025488
95.1365692002177	-41.8341301477767	8.39155951265799
96.5203624640417	-41.1303825989997	8.29166989857906
97.9242834643725	-40.4273767921845	8.19610313953905
99.3486249658787	-39.7253192398116	8.1046624789712
100.79368399159	-39.0244101028412	8.01716313002374
102.259761884834	-38.3248433463631	7.93343135705984
103.747164372081	-37.626806868763	7.85330364098347
105.256201626691	-36.9304826085415	7.77662591968549
106.787188333603	-36.2360466324708	7.70325289591761
108.340443754951	-35.5436692083702	7.633047405784
109.916291796647	-34.8535148654197	7.5658798418103
111.51506107592	-34.1657424446073	7.50162762522302
113.137084989848	-33.4805051416112	7.44017472266239
114.78270178488	-32.7979505441496	7.38141120306945
116.452254627375	-32.1182206655918	7.32523283094415
118.14609167516	-31.4414519764009	7.27154069257231
119.864566150135	-30.7677754347756	7.22024085217423
121.608036411929	-30.0973165176772	7.17124403524087
123.376866032635	-29.4301952532557	7.12446533660164
125.171423872622	-28.766526255534	7.0798239510141
126.992084157456	-28.1064187620709	7.03724292428524
128.83922655594	-27.4499766751898	6.99664892312893
130.713236259288	-26.7972986072431	6.95797202213828
132.614504061447	-26.1484779302773	6.92114550640703
134.543426440594	-25.503602830362	6.88610568847293
136.500405641815	-24.8627563667606	6.85279173838081
138.485849760983	-24.2260165360394	6.82114552577462
140.500172829864	-23.5934563411423	6.79111147302789
142.543794902454	-22.9651438653929	6.76263641851244
144.617142142576	-22.341142351332	6.73566948918639
146.720646912747	-21.721510284248	6.71016198175565
148.854747864343	-21.1063014802171	6.68606725172919
151.019890029071	-20.4955651784324	6.66334060974832
153.216524911772	-19.8893461375712	6.64193922462383
155.445110584577	-19.2876847359263	6.62182203256427
157.70611178243	-18.6906170750043	6.60294965212266
160	-18.0981750862815	6.58528430442916
162.327253590004	-17.5103866407938	6.56878973831405
164.688357862959	-16.9272756612333	6.5534311599582
167.083805188386	-16.3488622362168	6.53917516673883
169.514095097487	-15.7751627363932	6.52598968496533
171.979734387311	-15.206189932059	6.51384391122562
174.481237226441	-14.641953111954	6.50270825708576
177.019125262213	-14.0824582029186	6.4925542969066
179.5939277295	-13.5277078901007	6.48335471856049
182.206181561071	-12.9777017374139	6.47508327684789
184.856431499564	-12.4324363079554	6.46771474943018
187.54523021108	-11.891905284112	6.46122489510901
190.273138400435	-11.3560995870903	6.45559041429609
193.040724928083	-10.8250074956248	6.4507889115293
195.848566928745	-10.2986147636344	6.4467988599022
198.697249931757	-9.77690473660892	6.44359956728418
201.58736798318	-9.25985846652782	6.44117114421776
204.519523769669	-8.74745482512543	6.43949447338827
207.494328744162	-8.23967061533564	6.43855118056878
210.512403253382	-7.736480680762	6.43832360695053
213.574376667206	-7.23785801303658	6.43879478277559
216.680887509903	-6.74377385694456	6.4399484021946
219.832583593294	-6.25419781320632	6.44176879927804
223.03012215184	-5.76909793882311	6.44424092511465
226.274169979695	-5.28844084490531	6.44735032593502
229.56540356976	-4.81219179191515	6.45108312220332
232.90450925475	-4.34031478226849	6.45542598862336
236.29218335032	-3.87277265025105	6.46036613500955
239.729132300269	-3.40952714921575	6.46589128797621
243.216072823858	-2.95053903603823	6.47198967340205
246.753732065271	-2.49576815281675	6.47864999962948
250.342847745244	-2.04517350581161	6.48586144136094
253.984168314912	-1.59871334162783	6.49361362421702
257.678453111881	-1.15634522065212	6.50189660992346
261.426472518576	-0.718026087761727	6.5107008820958
265.229008122894	-0.283712340330033	6.52001733259313
269.086852881189	0.146640106441238	6.5298372484132
273.00081128363	0.573075756828326	6.54015229910384
276.971699521966	0.995639474489704	6.55095452466628
281.000345659728	1.41437642492492	6.56223632392792
285.087589804909	1.82933202044017	6.57399044336327
