# Program: SpeAcouPy
# Version: 0.5.1
# Generated: 2025-08-22T08:46:06.554928+02:00
Frequency (Hz),Impedance Magnitude (Ω),Impedance Phase (degrees),SPL (dB-SPL @ 1m / 2pi)
5.000000000000001,8.808835800988808,22.443364221877857,18.820752697847503
5.128734747734854,8.851601229837707,22.974178876031147,19.680435653929074
5.260784022524576,8.89666745394839,23.515269507710883,20.539069434831813
5.396233163330027,8.944163329248566,24.066671991709768,21.396615920903987
5.535169706329974,8.994225592614216,24.628409472941456,22.253036427681153
5.67768344149277,9.046999431047299,25.20049140632335,23.108291781461283
5.823866470604554,9.102639102925968,25.782912558645165,23.962342404291807
5.9738132667915025,9.161308617336834,26.375651971965,24.815148408820814
6.127620735574607,9.22318247831883,26.97867188789391,25.66666970347732
6.285388277496415,9.288446501793878,27.59191663186266,26.51686610838299
6.447217852360235,9.35729871405183,28.21531145608796,27.365697482384252
6.613214045123283,9.429950341921222,28.848761339447492,28.213123861540375
6.78348413348639,9.506626906223218,29.492149741804838,29.059105609354145
6.958138157223937,9.587569431809357,30.14533730946502,29.903603578975016
7.137288989298832,9.67303578946727,30.80816052734906,30.74657928754248
7.321052408808456,9.763302187293842,31.480430312109405,31.587995102765383
7.509547175808775,9.85866483184411,32.1619305387145,32.42781444176343
7.702895108064919,9.959441782541994,32.852416490946325,33.26600198211238
7.901221159777872,10.065975026576163,33.55161322371222,34.1025238849584
8.10465350233813,10.178632805912093,34.259213821978705,34.93734802998358
8.313323607158505,10.297812233265313,34.97487753739432,35.770444261921455
8.527366330639655,10.423942240066497,35.698227779150386,36.60178464824508
8.746920001323168,10.55748690681176,36.428849930186004,37.43134374757752
8.972126509288621,10.698949234983846,37.166288953292224,38.25909888830425
9.203131397852315,10.848875430265707,37.910046743779844,39.08503045682127
9.440083957626959,11.007859779439,38.65957917586826,39.90912219480341
9.683137323003145,11.17655021865559,39.41429277847516,40.7313615048607
9.932448571114893,11.35565470930587,40.173540962191396,41.55173976394359
10.188178823353269,11.54594856026132,40.936619702357774,42.370252643882736
10.450493349493657,11.748282862825736,41.70276256259257,43.186900438493296
10.719561674504021,11.963594238547051,42.47113491793783,44.001688396757245
10.995557688103116,12.192916141729697,43.24082720579969,44.814627061706275
11.27865975713951,12.437392010118211,44.01084699450931,45.625732614781654
11.569050840864024,12.698290621479265,44.7801096115964,46.43502722563369
11.866918609170089,12.977024094181349,45.547427014081336,47.242539407559995
12.172455563878396,13.275169070926475,46.31149450771923,48.04830437905841
12.485859163144312,13.594491752536335,47.0708748264598,48.85236443229786
12.807331949068374,13.936977611091272,47.82397896109339,49.65476930968899
13.137081678592338,14.304866819356207,48.56904296858443,50.45557659016807
13.475321457765487,14.70069670049228,49.304099789295435,51.254852087295895
13.822269879467784,15.127352847664552,50.026944832175644,52.05267026182475
14.178151164679049,15.588131013236756,50.735093735879616,52.84911465199926
14.543195307385362,16.086812457133092,51.42573024574773,53.64427832554286
14.91763822321635,16.62775622209698,52.095641519025605,54.43826435804566
15.30172190190946,17.216012836735526,52.74113732158884,55.23118634331723
15.695694563699695,17.857465327722995,53.35794841964906,56.023168942217545
16.09981081973593,18.559005278338866,53.94109787010663,56.81434847753877
16.514331836627438,19.328754179093348,54.484736683698856,57.60487358370455
16.939525505227014,20.1763437226423,54.98193219479077,58.394905921399946
17.375666613759712,21.113273334531694,55.42439299966486,59.18462096878078
17.823037025409164,22.15336955146398,55.802107884891655,59.97420890266612
18.28192586047616,23.31338043223142,56.10286678713962,60.76387558514404
18.752629683227294,24.613749676097697,56.31161801152541,61.55384367337717
19.235452693554368,26.079630111552447,56.4095953802362,62.34435387314987
19.730706923568448,27.742214666988122,56.37311812984876,63.1356663599493
20.238712439255636,29.64048269331646,56.171919809128354,63.92806239523125
20.759797547324794,31.823472405631673,55.76679218564834,64.72184617012924
21.29429900738109,34.35317206161056,55.10622552072434,65.51734691440767
21.84256224956223,37.30800783869154,54.12157640163434,66.3149213151591
22.404941597778272,40.78652530713848,52.72009922705564,67.11495629789636
22.981800498699087,44.90978526066635,50.77499405670781,67.91787223265716
23.57351175663765,49.81818186055025,48.11170825108752,68.72412663999867
24.180457774480708,55.65150955710317,44.490964976322175,69.53421848691666
24.80303080082291,62.48601081098638,39.593992778391,70.34869318157678
25.441633183463654,70.17712590869253,33.03051298088744,71.16814839931757
26.096677629430822,78.0518141371514,24.423720073722563,71.99324090203845
26.76858747169933,84.55498335985827,13.659419019842431,72.82469455060946
27.457796942776834,87.46494976631396,1.2808735676225922,73.66330975771824
28.164751455333477,85.36445341730521,-11.383369235747466,74.50997468979838
28.889907890056907,79.05851076749836,-22.831827095452866,75.36567860566849
29.633734890918827,70.76995711091858,-32.203364800352745,76.23152782209799
30.39671316804361,62.38044451608078,-39.409189458320014,77.10876493068211
31.17933580837496,54.81670684170028,-44.765736690431225,77.99879206710472
31.982108594341245,48.33199603974039,-48.67274117506409,78.90319926817756
32.805550330725474,42.873494355756186,-51.4762902600971,79.8237992648047
33.650193179951266,38.291187249467455,-53.44043671498724,80.76267047895216
34.51658300600128,34.42564064891837,-54.75692518891172,81.72221055915435
35.40527972719061,31.137124661060657,-55.56216515044201,82.70520355500936
36.31685767802296,28.311326493337067,-55.95192974759895,83.71490486512614
37.251905980363524,25.857093886079525,-55.99204425448532,84.75514947673187
38.21102892416843,23.70219563172649,-55.725493333748375,85.83049082535024
39.19484635801685,21.789178033940928,-55.17667999992392,86.94637984939087
40.203994089697964,20.071904435733355,-54.35334801540749,88.10939625588489
41.23912429711212,18.512844081579765,-53.24632097211142,89.32754563821199
42.300905949751105,17.08103302257295,-51.82676464761715,90.61063366013082
43.39002524103049,15.750639463231627,-50.04004784346327,91.97071247908859
44.50718603175308,14.500167565858428,-47.794237819472755,93.42253714045255
45.65311030499027,13.312566664337002,-44.9394087399715,94.98378939104425
46.828538632675134,12.177055478527462,-41.23063678182979,96.6742801154036
48.034230654208976,11.094829554240226,-36.26264736791205,98.51169806745374
49.27096556739045,10.094335729384339,-29.36344005068011,100.49664225591064
50.53954263198456,9.270386880956316,-19.480838119879138,102.56729785442116
51.84078168625723,8.875862118649046,-5.381317030632687,104.49020178450007
53.17552367680881,9.481092970560585,12.78973212035234,105.74896423813279
54.54463120204933,12.105656152098957,30.836958854133456,105.86084373144969
55.9489890696666,18.445502719231946,42.278954820448234,105.0288557460207
57.389504868447304,32.20579917912439,41.29257201590042,103.83872496614485
58.86710955482084,56.61538408341734,16.72720737680649,102.65644479545315
60.3827580545048,57.66297879446955,-24.66251355963817,101.60769029772489
61.93742987964106,41.879778944000485,-44.511211674787205,100.71346470233762
63.532129761821196,32.30969095999066,-51.205108712057466,99.96199268510296
65.16788830141039,26.793564271985165,-53.410580637407804,99.33449495208579
66.8457626335894,23.287267247556546,-53.87721226483097,98.81311388896988
68.5668371115452,20.862933258250553,-53.56789997509796,98.38288844723849
70.33222400725148,19.077258990965724,-52.875076043597744,98.03188646338852
72.14306423029241,17.697854197763498,-51.977819433962225,97.75084622675571
74.0005280651936,16.59255657861427,-50.96450166038227,97.5327583524645
75.90581592773731,15.681016738447317,-49.880904603001966,97.37251441306391
77.86015914075038,14.911634912864388,-48.75111132638452,97.26665034115526
79.86482072986647,14.249720470464236,-47.5872695537027,97.2131840505778
81.92109623977618,13.671014544817398,-46.394361945547644,97.21154214033876
84.0303145714942,13.157949464895522,-45.17252767342063,97.26257451347206
86.19383884118253,12.697384437409879,-43.91804446311539,97.36866352391999
88.41306726108614,12.279175678685174,-42.62343921291256,97.53394522412636
90.68943404315024,11.895237722931835,-41.276854226966094,97.76467584452391
93.02441032590254,11.538906275982175,-39.86054141088027,98.06979995621482
95.41950512520022,11.204500777883817,-38.34805161922577,98.4618132352014
97.87626630945564,10.88705106358875,-36.69916192057002,98.95807050107244
100.39628159997103,10.582242941039102,-34.85050293829204,99.58277728884234
102.98117959702893,10.28685684319528,-32.69739700177479,100.37000912514274
105.63263083240113,10.000679549505426,-30.05648099354204,101.36807737555151
108.35234884895674,9.733528960088167,-26.58387429202179,102.64446453250565
111.14209130806655,9.532698674319617,-21.59106555637345,104.28289061975562
114.00366112552013,9.606518177685755,-13.71545147817676,106.31766195250891
116.93890763668881,10.958398719198728,-1.8127378831419492,108.32605116321203
119.94972779168847,17.27699174158115,0.046054820304277655,108.51157648165243
123.03806738131392,19.69446283806114,-30.100488523594947,106.07287444664638
126.20592229453737,15.25303638566024,-40.23635775330462,103.01794782551192
129.45533980838368,13.059942228234656,-40.38891973133036,100.33513459264279
132.78841991101606,11.936015302871823,-38.90879541256467,98.13036464261019
136.20731665888692,11.257588041303167,-37.24383203896201,96.35901234082314
139.7142395688315,10.795439597814484,-35.648221624762385,94.98422288954669
143.31145504600354,10.452711850153824,-34.14919737866575,93.9934815182488
147.0012878485759,10.182638369238479,-32.72627113128917,93.3924113904489
150.7861225901529,9.960173569142725,-31.34853464050397,93.19607974025834
154.66840528086502,9.770874568774403,-29.980609583655706,93.42194817596646
158.65064490814183,9.606187544485977,-28.57926909155006,94.08678304631215
162.73541505818608,9.461709306195687,-27.08382522469782,95.20944200271684
166.9253555791945,9.337913989747939,-25.39606300563389,96.82037057328387
171.22317428740212,9.246154073711836,-23.33703040079672,98.97669559276383
175.63164871705197,9.234908035676332,-20.561510279927887,101.7717034106788
180.1536279154212,9.514379267340678,-16.6031091168621,105.2409275685038
184.79203428406316,10.850105806061723,-14.191487036010415,108.51325829196296
189.549865467457,11.801145026248765,-23.975934157993834,108.56697030689202
194.43019629028265,10.608911691210562,-28.51713969055362,106.22987205847767
199.43618074457612,9.888256610973668,-27.933569755004385,104.11171492553376
204.5710540280472,9.514286825194544,-26.639474225450726,102.61633040754184
209.83813463487795,9.28768767288437,-25.352715308498603,101.64017664932581
215.24082650035248,9.131990391791428,-24.139611293791972,101.0834419913638
220.78262120070528,9.01639832765111,-22.966726301982987,100.89757744486289
226.46710020960774,8.928585549375708,-21.777502108009458,101.08326124904227
232.29793721275323,8.867943196702797,-20.490663289276398,101.69215844794931
238.27890048203528,8.852588106483648,-18.979381641743515,102.83130733010823
244.41385531085382,8.96106840242776,-17.134254325574716,104.59987538860702
250.7067665121229,9.419846977272421,-16.143095784398554,106.41778690196496
257.1617009805947,9.693402937282563,-19.7801432077722,105.36535617504566
263.78283032115513,9.23880281501019,-21.361424475981664,101.5628914173439
270.57443354479096,8.941187970059417,-20.69863325370582,98.13014265388632
277.5408998339688,8.78267298644016,-19.729136020435305,95.89800451280101
284.6867313792148,8.687257424363407,-18.76440063655852,95.03508361887661
292.0165462887274,8.627026227053875,-17.802989420241204,95.59006819429156
299.5350815729041,8.598823589695348,-16.786092996806985,97.49933010130619
307.2471962057093,8.629088259846377,-15.661189814863206,100.63564993954584
315.1578742648659,8.805500697920065,-14.847394141942658,104.45927584269283
323.27222815289383,8.964979674502883,-16.213063329775935,106.24598393959297
331.5955019010831,8.746042405966493,-17.04753778117933,104.70709968044845
340.13307455853266,8.579431253516045,-16.497985982723122,102.97339425147868
348.8904636684471,8.49307148806282,-15.730063346439465,102.02365447035498
357.87332883393776,8.447715906974004,-14.94306459104746,101.87874104077574
367.0874753756315,8.437252524685965,-14.121187853381855,102.55744760151545
376.5388580834527,8.493814659317097,-13.325797037795382,104.02095454418364
386.2335850650012,8.629298661312522,-13.491385634383505,104.74356967143314
396.17792169301526,8.538335813614962,-14.282526604273983,101.62541512649811
406.37829465446896,8.411951021623398,-13.908630989233501,97.80515456043231
416.8412961039215,8.350355788732243,-13.266877961731268,96.09455881996645
427.5736879238029,8.32563260217143,-12.59235928174715,97.13140109772517
438.5824060943891,8.344340229609887,-11.89776706789803,100.61050620685953
449.8745651762903,8.444369002089044,-11.68162326031225,104.94114043538849
461.4574629083495,8.403255344599517,-12.347551119063894,105.1676139287832
473.33858492392375,8.300607599991304,-12.016274930630516,103.22856534399448
485.5256095885944,8.256471683031949,-11.44134776628755,102.38037398260133
498.02641296243405,8.246726153304012,-10.834063302407259,102.96720194618746
510.8490738900365,8.297425051496665,-10.273176956214371,105.00183230334679
524.0018792215999,8.349137855896545,-10.782995781459618,104.47686057231445
537.493329168436,8.242283779420038,-10.702499821508837,99.10436088940648
551.332142796369,8.19861142963073,-10.180187249521111,96.45975154895824
565.5272636605702,8.190169728679429,-9.62846257484128,98.41747455337021
580.0878655854751,8.246247984480506,-9.124306858916754,104.31656229846371
595.0233585935142,8.256928706008644,-9.730047573978368,106.18055397633618
610.3433949864902,8.17317370397878,-9.39655510493688,103.25377890258892
626.0578755835342,8.150335172578094,-8.90324224402093,102.6080429551976
642.1769561196669,8.165257381331424,-8.374008138634338,104.63337317367908
658.7110538091076,8.240855915632448,-8.60703533892223,106.1275087635977
675.6708540775625,8.147496901237611,-8.556770362609853,98.91169083757076
693.0673174678559,8.122855363617488,-8.102914455172197,96.65068695264648
710.911686723355,8.13544279807818,-7.624857728299702,101.53815229526279
729.2154940537729,8.189913630806357,-7.884070280638298,107.0523685049126
747.9905685880444,8.114994077147578,-7.691805018398611,103.29949627895631
767.2490440190905,8.101868135511952,-7.277697482382678,102.85099905991959
787.0033664454114,8.141251819850767,-6.9086921493501166,106.14705972654427
807.2663024145774,8.116724094379213,-7.207794159671465,101.09341928124927
828.0509471738148,8.088020702120298,-6.8393970666433574,96.57111210038525
849.3707331330202,8.100976591783017,-6.458165394433394,102.03600576421022
871.2394385456694,8.112115915069875,-6.670986478558575,105.66432248217735
893.6711964132355,8.076708199830966,-6.366570795105105,102.66648314540384
916.6805036188679,8.086029348653437,-6.018330672589684,104.65148930757051
940.2822302962343,8.093077716694115,-6.17912530485475,102.3777332275064
964.4916294395842,8.065579518860504,-5.885101589911159,96.65705983214258
989.3243467612406,8.084641247855727,-5.582700024493505,103.77398655180308
1014.7964308028918,8.06868831162021,-5.707386191251004,104.15266762678209
1040.9243433072195,8.057042820025007,-5.406297093697987,103.05952046171885
1067.7249698565638,8.089618638716559,-5.345810319539396,106.04267997147028
1095.2156307855014,8.051390723013615,-5.224680022423428,96.90516729250365
1123.414092374389,8.060873602365621,-4.936948825026093,102.82172485945489
1152.338578331108,8.052187782442887,-5.025891419220244,104.12814473690538
1182.0077815684267,8.045335042612248,-4.751977748007107,103.53347963343563
1212.4408762845956,8.058253200220696,-4.796260582685079,103.38618876549772
1243.6575303549796,8.039265662828047,-4.5564022659237935,97.19003696736817
1275.6779180427404,8.061532317350721,-4.515537736117324,106.88652039988133
1308.5227330367711,8.035421921815605,-4.349212498190127,102.723794788879
1342.2132018253328,8.056841898386985,-4.262891262763418,106.10404938656708
1376.7710974140073,8.032147789241982,-4.13642585900979,96.76627087176024
1412.2187533968527,8.049767281882623,-4.072608364113904,106.65445431252152
1448.5790783898472,8.029272352086618,-3.9217548295707445,102.85876513117088
