Frequency [Hz]	Total Phase [deg]	Vent 2 SPL [dB]	Total SPL 2pi [dB]
59.9322830750673	-13.76115536439	90.5457830753831	90.5457830753831
60.8040182059646	-15.394773070871	90.3103684912522	90.3103684912522
61.6884330163176	-16.9618045376229	90.0882936180349	90.0882936180349
62.585711936311	-18.4721883378845	89.8788737942358	89.8788737942358
63.496042078728	-19.9346212515403	89.681443181464	89.681443181464
64.4196132779702	-21.356758858183	89.4953611056751	89.4953611056751
65.356618129644	-22.7453824556772	89.3200153323815	89.3200153323815
66.3072520307235	-24.1065380856811	89.154823253467	89.154823253467
67.2717132202972	-25.4456525253829	88.9992316640626	88.9992316640626
68.2502028209074	-26.7676302724775	88.8527155989388	88.8527155989388
69.2429248804914	-28.0769348304558	88.7147765517948	88.7147765517948
70.250086414932	-29.377656993556	88.5849402986847	88.5849402986847
71.2718974512271	-30.6735723251029	88.4627544753919	88.4627544753919
72.3085710712881	-31.9681896056795	88.3477860086642	88.3477860086642
73.3603234563737	-33.2647916844668	88.2396184664721	88.2396184664721
74.4273739321717	-34.5664698851172	88.1378493684177	88.1378493684177
75.5099450145355	-35.8761528853055	88.0420874810289	88.0420874810289
76.6082624558859	-37.1966307970933	87.9519501117803	87.9519501117803
77.7225552922885	-38.5305750155756	87.8670604088375	87.8670604088375
78.853055891215	-39.8805542696505	87.7870446697026	87.7870446697026
80	-41.2490471961806	87.7115296604946	87.7115296604946
81.1636267950019	-42.6384516634957	87.6401399480836	87.6401399480836
82.3441789314794	-44.0510909893429	87.5724952494431	87.5724952494431
83.5419025941931	-45.4892171301602	87.5082078062469	87.5082078062469
84.7570475487436	-46.9550108619221	87.4468797978295	87.4468797978295
85.9898671936557	-48.450578927563	87.3881008121296	87.3881008121296
87.2406186132206	-49.9779480926695	87.331445402115	87.331445402115
88.5095626311066	-51.5390560310288	87.2764707644119	87.2764707644119
89.7969638647499	-53.1357389566856	87.22271458733	87.22271458733
91.1030907805353	-54.769715931998	87.1696931270068	87.1696931270068
92.4282157497818	-56.4425698148425	87.1168995826589	87.1168995826589
93.7726151055401	-58.1557248659527	87.0638028544397	87.0638028544397
95.1365692002177	-59.910421122652	87.0098467794159	87.0098467794159
96.5203624640417	-61.7076857606908	86.9544499517404	86.9544499517404
97.9242834643725	-63.5483018130962	86.8970062409263	86.8970062409263
99.3486249658787	-65.4327747935009	86.8368861257123	86.8368861257123
100.79368399159	-67.3612979781036	86.7734389585898	86.7734389585898
102.259761884834	-69.3337173281899	86.7059962657764	86.7059962657764
103.747164372081	-71.3494972723555	86.6338761674583	86.6338761674583
105.256201626691	-73.4076887973816	86.5563889719939	86.5563889719939
106.787188333603	-75.506901497123	86.472843954591	86.472843954591
108.340443754951	-77.6452813734667	86.3825572758475	86.3825572758475
109.916291796647	-79.820496243599	86.2848609299278	86.2848609299278
111.51506107592	-82.0297305552848	86.1791125390735	86.1791125390735
113.137084989848	-84.2696912230116	86.0647057353966	86.0647057353966
114.78270178488	-86.5366257584915	85.941080798828	85.941080798828
116.452254627375	-88.8263534789554	85.8077351591789	85.8077351591789
118.14609167516	-91.1343099534675	85.6642333283623	85.6642333283623
119.864566150135	-93.4556041278783	85.5102158130406	85.5102158130406
121.608036411929	-95.7850868076439	85.345406573577	85.345406573577
123.376866032635	-98.1174284421402	85.1696186444414	85.1696186444414
125.171423872622	-100.447203516902	84.9827576126842	84.9827576126842
126.992084157456	-102.768978389087	84.784822759308	84.784822759308
128.83922655594	-105.077399148865	84.5759057943718	84.5759057943718
130.713236259288	-107.367276084357	84.3561872490369	84.3561872490369
132.614504061447	-109.633661570571	84.1259307142111	84.1259307142111
134.543426440594	-111.871918665794	83.8854752244911	83.8854752244911
136.500405641815	-114.077778330133	83.6352261686527	83.6352261686527
138.485849760983	-116.247383913222	83.3756451584291	83.3756451584291
140.500172829864	-118.37732231876	83.1072393041117	83.1072393041117
142.543794902454	-120.464641974737	82.830550330766	82.830550330766
144.617142142576	-122.506858364532	82.5461439277226	82.5461439277226
146.720646912747	-124.501948368201	82.2545996635857	82.2545996635857
148.854747864343	-126.448335006832	81.9565017271019	81.9565017271019
151.019890029071	-128.344864375436	81.6524306783963	81.6524306783963
153.216524911772	-130.190776605161	81.3429563216944	81.3429563216944
155.445110584577	-131.985672636955	81.0286317445474	81.0286317445474
157.70611178243	-133.729478444238	80.7099885128872	80.7099885128872
160	-135.422408140413	80.387532967429	80.387532967429
162.327253590004	-137.064927174602	80.0617435351883	80.0617435351883
